id,video_name,title,role,scene,age,gender,accent,mood,speed,sample_text
54,054_科技资讯——干练男声,科技资讯——干练男声,科技资讯主播,科技新闻、产品发布报道,25–35岁,男,普通话，快节奏，信息密度高,理性、专业、有前瞻性,中速偏快，音量适中，关键词重读,"科技圈今天最大的新闻——OpenAI正式发布了GPT-5。根据官方公布的基准测试，新模型在逻辑推理能力上提升了40%，多语言理解能力提升了35%。与此同时，谷歌也宣布Gemini下一代模型即将上线，两家巨头的竞争进入白热化阶段。国内市场方面，多家AI创业公司本周宣布获得新一轮融资，总额超过五十亿元人民币。AI赛道的""军备竞赛""正在全面加速。更多科技资讯，稍后继续为您报道。"
55,055_国际新闻——沉稳女声,国际新闻——沉稳女声,国际新闻主播,国际时事、外交新闻,30–45岁,女,普通话，沉稳大气,冷静、客观、有国际视野,中速，音量适中，语气平稳,联合国安理会昨日就中东局势举行紧急磋商。中国代表在发言中强调，对话协商是解决分歧的唯一正确途径，呼吁各方保持克制，避免局势进一步升级。此外，欧盟委员会公布最新经济预测报告，将今年欧元区经济增长预期从1.3%下调至0.9%，主要受到能源价格波动和地缘政治不确定性影响。报告同时指出，中国经济持续稳定增长为全球经济复苏提供了重要支撑。
56,056_智能语音助手——标准女声,智能语音助手——标准女声,AI语音助手,手机/智能音箱语音助手,25–30岁（声音年龄）,女,标准普通话，无口音,亲切、高效、略带温暖,中速，音量适中，吐字清晰,你好，我是你的语音助手。今天是3月15日，星期六，气温22度，天气晴朗，适合外出活动。你今天有三个日程安排：上午十点有一个视频会议，下午两点需要去银行办理业务，晚上七点和朋友约了晚餐。我已经为你规划了最优出行路线。另外，你昨天设置的快递提醒——你的包裹预计今天下午送达，快递员会提前联系你。还有什么需要帮忙的吗？
57,057_导航语音——清晰女声,导航语音——清晰女声,导航语音,手机导航、车载导航,25–35岁,女,标准普通话，指令清晰,平稳、提醒式、不急不缓,中速，音量适中，指令部分略微加重,"已为您规划好路线，全程约35公里，预计用时42分钟。前方三百米，红绿灯路口右转。请注意，前方路段有限速80公里，请控制车速。当前位置距离目的地还有28公里，预计到达时间为下午两点十五分。前方一公里处有测速摄像头，请注意减速。如需重新规划路线，请说""重新导航""。"
58,058_客服电话——温柔女声,客服电话——温柔女声,客服人员,电话客服、售后热线,22–30岁,女,普通话，柔和规范,礼貌、耐心、专业,中速，音量适中，有服务感,您好，欢迎致电XX客户服务中心，我是客服代表小王，工号0358。很高兴为您服务。请问您今天需要咨询什么问题呢？……好的，我了解到您的情况了。关于您反馈的订单问题，我这边已经帮您核实，包裹目前在中转站，预计明天可以送达。如果明天下午五点前您还没有收到，请随时联系我们，我们会为您优先处理。请问还有其他需要帮助的吗？
59,059_银行语音提示——稳重女声,银行语音提示——稳重女声,银行IVR语音,银行电话系统语音提示,30–40岁,女,标准普通话，正式,正式、稳重、规范,中速，音量平稳，无情绪波动,您好，欢迎致电XX银行客户服务热线。账户查询请按1，转账汇款请按2，信用卡服务请按3，贷款业务请按4，人工服务请按0。……您已选择人工服务，当前排队人数较多，预计等待时间约三分钟。请您耐心等候，我们的客服代表将尽快为您服务。如需返回上一级菜单，请按星号键。
60,060_闹钟叫醒语音——元气女声,闹钟叫醒语音——元气女声,起床闹钟语音,手机闹钟、起床提醒,20–25岁,女,普通话，清新活力,元气、可爱、有活力,中速偏快，音量由小到大，语调上扬,嘿！起床啦起床啦！太阳都晒到屁股了！今天又是元气满满的一天哦——昨天你定的目标还记得吗？可不能第一天就赖床呀！来，深呼吸，伸个懒腰，把被子掀开。好，很好，你已经成功了一半！穿好衣服，洗把脸，今天也要加油鸭！记住，早起的鸟儿有虫吃。出发！
61,061_医院叫号系统——中性女声,医院叫号系统——中性女声,医院叫号语音,医院挂号、就诊叫号,30–40岁,女,标准普通话，清晰,中性、规范、无情感色彩,中速，音量适中，数字清晰,请A037号患者到三号诊室就诊。请A037号患者到三号诊室就诊。请A038号患者到候诊区等候。温馨提示：请各位患者保管好随身物品，按照叫号顺序就诊。如需帮助，请前往一楼导诊台咨询。
62,062_地铁报站——标准女声,地铁报站——标准女声,地铁广播语音,城市轨道交通报站,28–35岁,女,标准普通话，清晰流畅,中性、规范、友好,中速，音量中等偏高，站名加重,"乘客您好，欢迎乘坐地铁二号线。下一站——**人民广场**，左侧车门将会打开。人民广场站可换乘一号线、八号线，请需要换乘的乘客提前做好准备。请您注意列车与站台之间的间隙，注意脚下安全。Please mind the gap between the train and the platform. Next stop, People's Square."
63,063_商场广播——亲和女声,商场广播——亲和女声,商场广播员,购物中心广播通知,25–35岁,女,普通话，亲切热情,热情、友好、有服务感,中速，音量适中，促销部分略微上扬,亲爱的顾客朋友们，大家好！感谢您光临XX购物中心。今天的优惠活动正在火热进行中——一楼化妆品区全场八折起，二楼女装区新品上市满三百减五十，三楼餐饮区凭当日消费小票可享受奶茶买一送一优惠。活动仅限今天，数量有限，先到先得。请您合理安排购物时间，XX购物中心祝您购物愉快！
64,064_机场广播——优雅女声,机场广播——优雅女声,机场广播员,机场航班信息播报,28–40岁,女,普通话+英语双语，发音标准,优雅、专业、有国际感,中速，音量适中，中英文间自然过渡,"各位旅客请注意，您乘坐的CA1837次航班，由北京飞往上海，计划起飞时间为下午两点三十分，现已开始登机。请携带好您的随身物品和登机牌，前往12号登机口登机。Ladies and gentlemen, Flight CA1837 from Beijing to Shanghai is now boarding at Gate 12. Please have your boarding pass and valid ID ready. Thank you."
65,065_健身APP语音——激励女声,健身APP语音——激励女声,健身教练语音,运动APP语音指导,25–35岁,女,普通话，有力量感,激励、有活力、坚定,中速偏快，音量中高，喊口令时有力,好的，我们进入最后一组！准备好了吗？深蹲——开始！一、二、三、四，很好，保持节奏！膝盖不要超过脚尖，背部挺直！五、六、七，快了快了！八！休息十秒。太棒了，你已经完成了今天百分之八十的训练。最后的冲刺，不要放弃。记住，每一滴汗水都在改变你的身体。最后二十秒，全力以赴！
66,066_知识科普博主——知性男声,知识科普博主——知性男声,科普博主,抖音/B站知识科普视频,25–35岁,男,普通话，清晰有逻辑感,理性、好奇、幽默,中速偏快，音量适中，重点处加重,"你知道你每天呼吸的空气里有什么吗？78%是氮气，21%是氧气，剩下1%是各种稀有气体和二氧化碳。但就这1%里，藏着一个决定人类命运的东西——二氧化碳。0.04%，听起来少得可怜对吧？但就是这个数字，正在让地球""发烧""。一百年前，这个数字还只有0.03%。别小看这0.01%的变化，它足以让冰川加速融化、海平面上升、极端天气频发。所以，下次有人说""我一个人能改变什么""的时候，你可以告诉他——每一个0.001%，都算数。"
67,067_美食探店博主——兴奋男声,美食探店博主——兴奋男声,美食博主,探店短视频,25–35岁,男,普通话，略带方言底色，接地气,兴奋、夸张、食欲感强,中速偏快，音量偏高，吃东西时声音满足,兄弟们！今天这家店绝了啊！你们看这个肘子，外皮烤得嘎嘣脆，一筷子下去，肉汁直接飙出来！哇，这个味道——太上头了！肥而不腻，入口即化，配上他家这个秘制蘸料，我跟你说，灵魂都在颤抖。人均才六十块钱，这个性价比，在这个城市找不出第二家。地址我放评论区了，不客气。吃过的扣1，没吃过的赶紧去！
68,068_读书分享博主——文艺女声,读书分享博主——文艺女声,读书博主,短视频读书分享,25–35岁,女,普通话，文艺清新,安静、有思考感、娓娓道来,中速偏慢，音量轻柔，有氛围感,"最近在读一本很安静的书——《人间草木》。汪曾祺写食物，写花草，写故乡，写那些被大多数人忽略的日常。但你会发现，他写的每一句平淡的话，读完之后都会在心里留下一个暖暖的印子。他说""四方食事，不过一碗人间烟火""。读完这本书，你会忽然想慢下来，想好好吃一顿饭，想在阳台上种一盆花，想给很久没联系的人发一条消息。有时候，最好的治愈，就是一本刚刚好的书。"
69,069_情感博主——感性女声,情感博主——感性女声,情感博主,情感类短视频,25–35岁,女,普通话，柔和走心,感性、真诚、触动人心,中速偏慢，音量轻柔，留白多,"你有没有过这样的时刻？手机拿起来又放下，消息编辑了好几遍又全部删掉。想跟一个人说话，但不知道从何说起。最后只发了一句""在吗""。其实，人和人之间最远的距离，不是天涯海角，而是我明明在想你，却只能说""在吗""。有些话，藏久了就变成了沉默。有些感情，忍久了就变成了遗憾。如果你现在正想着一个人，就去找他吧。人生很短，别把最好的时光花在犹豫上。"
70,070_搞笑博主——夸张男声,搞笑博主——夸张男声,搞笑博主 / 脱口秀演员,搞笑短视频、段子,22–35岁,男,普通话，可能带东北/四川口音,夸张、搞笑、节奏感强,快慢交替，音量变化大，包袱处停顿,"我跟你们说啊，今天上班差点社死了。早上迟到嘛，我就想偷偷溜进去，结果一推门——老板正站在门口。我俩四目相对，空气安静了大概三秒钟。我灵机一动，说：""老板早！我特意早来帮您开门！""老板看了我一眼，说：""这是自动门。""……全场沉默。我这辈子最机智的一次发挥，败给了一扇自动门。"
